,zip,state_x,total,below40,i40_45,i45_50,plus50,s_black,s_hispanic,s_asian,s_unknown,s_other,s_nativeAmerican,s_female,s_male,plus50sum,plus50count,state_y,ratio,ratio_err,std3,r_minus_3std,ratio_minus_std,ratio_rank,rmstd_rank,trunc_zip,new_zip
243,10505,NY,33,3,2,8,20,0,16,11,6,0,0,15,12,75.0,89.0,NY,0.8426966292134831,0.038593097759456574,0.11577929327836972,0.7269173359351133,0.8041035314540266,1037.0,1049.0,10505,<generator object <genexpr> at 0x7f6fbe722a50>
244,10506,NY,76,4,2,23,47,3,35,24,7,0,0,32,37,144.0,189.0,NY,0.7619047619047619,0.030980954696778838,0.09294286409033652,0.6689618978144254,0.730923807207983,1476.5,1381.0,10506,<generator object <genexpr> at 0x7f6fbe722a50>
245,10507,NY,220,3,6,46,165,22,154,20,9,0,0,105,106,458.0,536.0,NY,0.8544776119402985,0.01523115563335334,0.04569346690006002,0.8087841450402384,0.8392464563069452,957.0,868.0,10507,<generator object <genexpr> at 0x7f6fbe722a50>
246,10509,NY,788,25,71,182,510,59,539,108,48,0,0,376,364,1023.0,1275.0,NY,0.8023529411764706,0.011152514847384314,0.03345754454215294,0.7688953966343177,0.7912004263290863,1273.0,1122.0,10509,<generator object <genexpr> at 0x7f6fbe722a50>
247,10512,NY,1014,19,95,239,661,91,736,69,50,0,0,560,404,1521.0,1989.0,NY,0.7647058823529411,0.00951120098181698,0.028533602945450938,0.7361722794074902,0.7551946813711241,1462.0,1284.0,10512,<generator object <genexpr> at 0x7f6fbe722a50>
248,10516,NY,99,3,3,15,78,12,52,17,8,0,0,53,38,175.0,207.0,NY,0.8454106280193237,0.02512687592932348,0.07538062778797044,0.7700300002313532,0.8202837520900002,1018.0,963.0,10516,<generator object <genexpr> at 0x7f6fbe722a50>
249,10518,NY,23,3,1,3,16,2,8,10,3,0,0,13,7,58.0,87.0,NY,0.6666666666666666,0.05053986957192689,0.15161960871578067,0.5150470579508859,0.6161267970947397,1727.5,1678.0,10518,<generator object <genexpr> at 0x7f6fbe722a50>
250,10519,NY,6,0,0,2,4,1,4,1,0,0,0,4,2,11.0,13.0,NY,0.8461538461538461,0.10006825162892168,0.300204754886765,0.5459490912670811,0.7460855945249245,1008.5,1319.5,10519,<generator object <genexpr> at 0x7f6fbe722a50>
251,10524,NY,140,2,10,29,99,32,74,15,12,0,0,70,58,219.0,257.0,NY,0.8521400778210116,0.022141863582970933,0.0664255907489128,0.7857144870720989,0.8299982142380407,968.0,914.0,10524,<generator object <genexpr> at 0x7f6fbe722a50>
252,10526,NY,35,0,1,4,30,7,12,11,5,0,0,20,10,73.0,81.0,NY,0.9012345679012346,0.03314964601809211,0.09944893805427632,0.8017856298469582,0.8680849218831425,670.0,723.0,10526,<generator object <genexpr> at 0x7f6fbe722a50>
253,10527,NY,6,0,0,0,6,0,1,2,1,0,0,4,1,30.0,32.0,NY,0.9375,0.0427908248050911,0.1283724744152733,0.8091275255847267,0.8947091751949089,394.0,566.0,10527,<generator object <genexpr> at 0x7f6fbe722a50>
254,10536,NY,155,5,4,25,121,18,56,48,14,0,0,73,68,410.0,501.0,NY,0.8183632734530938,0.017224873285833924,0.05167461985750177,0.766688653595592,0.8011384001672599,1178.0,1066.0,10536,<generator object <genexpr> at 0x7f6fbe722a50>
255,10537,NY,169,3,5,21,140,24,115,14,19,0,0,91,59,210.0,239.0,NY,0.8786610878661087,0.021120869583187644,0.06336260874956293,0.8152984791165458,0.8575402182829212,812.0,774.0,10537,<generator object <genexpr> at 0x7f6fbe722a50>
256,10540,NY,10,2,0,0,8,1,7,1,0,0,0,6,4,11.0,15.0,NY,0.7333333333333333,0.11417984514369005,0.34253953543107013,0.39079379790226315,0.6191534881896432,1583.0,1670.0,10540,<generator object <genexpr> at 0x7f6fbe722a50>
257,10541,NY,654,17,69,167,401,33,463,60,41,0,0,336,277,918.0,1221.0,NY,0.7518427518427518,0.012361442667392104,0.037084328002176314,0.7147584238405755,0.7394813091753597,1508.0,1354.0,10541,<generator object <genexpr> at 0x7f6fbe722a50>
258,10560,NY,38,3,2,3,30,3,23,6,1,0,0,18,19,119.0,144.0,NY,0.8263888888888888,0.031564560516885755,0.09469368155065727,0.7316952073382316,0.7948243283720031,1137.0,1100.0,10560,<generator object <genexpr> at 0x7f6fbe722a50>
259,10576,NY,42,0,4,7,31,3,14,20,1,0,0,25,16,133.0,170.0,NY,0.7823529411764706,0.03164851233461215,0.09494553700383644,0.6874074041726341,0.7507044288418584,1390.0,1301.0,10576,<generator object <genexpr> at 0x7f6fbe722a50>
260,10578,NY,15,1,1,1,12,2,11,2,2,0,0,6,7,39.0,46.0,NY,0.8478260869565217,0.05295958533606262,0.15887875600818785,0.6889473309483338,0.7948665016204591,998.5,1098.5,10578,<generator object <genexpr> at 0x7f6fbe722a50>
261,10579,NY,241,8,11,54,168,26,158,25,18,0,0,124,99,387.0,505.0,NY,0.7663366336633664,0.018830394514245063,0.05649118354273519,0.7098454501206312,0.7475062391491213,1452.0,1311.0,10579,<generator object <genexpr> at 0x7f6fbe722a50>
262,10587,NY,9,2,0,1,6,1,3,2,0,0,0,4,5,21.0,27.0,NY,0.7777777777777778,0.08000914442478839,0.24002743327436515,0.5377503445034126,0.6977686333529894,1405.5,1497.5,10587,<generator object <genexpr> at 0x7f6fbe722a50>
