,zip,state_x,total,below40,i40_45,i45_50,plus50,s_black,s_hispanic,s_asian,s_unknown,s_other,s_nativeAmerican,s_female,s_male,plus50sum,plus50count,state_y,ratio,ratio_err,std3,r_minus_3std,ratio_minus_std,ratio_rank,rmstd_rank,trunc_zip,new_zip
5705,44056,OH,521,13,31,77,400,293,52,105,33,0,0,260,228,886.0,1049.0,OH,0.8446139180171592,0.011185294696771944,0.03355588409031583,0.8110580339268434,0.8334286233203873,619.0,567.0,44056,<generator object <genexpr> at 0x7f6fbe722a50>
5706,44057,OH,91,7,15,27,42,15,49,8,5,0,0,34,52,72.0,100.0,OH,0.72,0.0448998886412873,0.1346996659238619,0.585300334076138,0.6751001113587127,878.5,845.0,44057,<generator object <genexpr> at 0x7f6fbe722a50>
5707,44060,OH,111,4,11,19,77,29,38,23,11,0,0,41,59,202.0,242.0,OH,0.8347107438016529,0.02387715789943006,0.07163147369829018,0.7630792701033627,0.8108335859022229,632.0,614.0,44060,<generator object <genexpr> at 0x7f6fbe722a50>
5708,44061,OH,3,0,0,1,2,2,0,0,0,0,0,2,1,,,,,,,,,,,,
5709,44062,OH,6,0,0,1,5,2,3,0,0,0,0,1,5,14.0,17.0,OH,0.8235294117647058,0.09245944094039715,0.27737832282119146,0.5461510889435144,0.7310699708243087,661.5,746.5,44062,<generator object <genexpr> at 0x7f6fbe722a50>
5710,44064,OH,1,0,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,OH,1.0,0.0,0.0,1.0,1.0,,,44064,<generator object <genexpr> at 0x7f6fbe722a50>
5711,44065,OH,8,1,2,2,3,3,4,0,0,0,0,3,5,10.0,11.0,OH,0.9090909090909091,0.08667841720414479,0.26003525161243435,0.6490556574784747,0.8224124918867642,459.5,589.5,44065,<generator object <genexpr> at 0x7f6fbe722a50>
5712,44067,OH,448,8,27,71,342,240,48,111,45,0,0,224,179,758.0,887.0,OH,0.85456595264938,0.011837064885261905,0.03551119465578571,0.8190547579935943,0.842728887764118,596.0,547.0,44067,<generator object <genexpr> at 0x7f6fbe722a50>
5713,44068,OH,3,0,1,0,2,0,1,1,0,0,0,2,1,5.0,8.0,OH,0.625,0.1711632992203644,0.5134898976610932,0.11151010233890679,0.45383670077963556,,,44068,<generator object <genexpr> at 0x7f6fbe722a50>
5714,44070,OH,571,18,25,81,447,81,127,213,42,0,0,261,268,1021.0,1169.0,OH,0.8733960650128315,0.009725724473683679,0.029177173421051035,0.8442188915917804,0.8636703405391478,553.0,505.0,44070,<generator object <genexpr> at 0x7f6fbe722a50>
5715,44072,OH,9,0,1,1,7,2,4,1,1,0,0,5,3,15.0,23.0,OH,0.6521739130434783,0.09931134621220186,0.2979340386366056,0.35423987440687266,0.5528625668312764,963.0,977.0,44072,<generator object <genexpr> at 0x7f6fbe722a50>
5716,44074,OH,308,2,5,10,291,207,39,3,17,0,1,151,140,1041.0,1077.0,OH,0.9665738161559888,0.005477130140441861,0.016431390421325583,0.9501424257346632,0.961096686015547,210.0,203.0,44074,<generator object <genexpr> at 0x7f6fbe722a50>
5717,44076,OH,6,0,0,1,5,2,3,0,0,0,0,2,4,4.0,6.0,OH,0.6666666666666666,0.19245008972987526,0.5773502691896257,0.0893163974770409,0.47421657693679137,,,44076,<generator object <genexpr> at 0x7f6fbe722a50>
5718,44077,OH,1376,18,92,293,973,404,862,20,65,0,0,572,739,1775.0,1920.0,OH,0.9244791666666666,0.00603019472918251,0.018090584187547533,0.9063885824791191,0.9184489719374841,400.0,367.0,44077,<generator object <genexpr> at 0x7f6fbe722a50>
5719,44081,OH,39,1,9,13,16,12,23,1,4,0,0,12,23,41.0,54.0,OH,0.7592592592592593,0.05817989924114688,0.17453969772344063,0.5847195615358187,0.7010793600181124,802.0,797.0,44081,<generator object <genexpr> at 0x7f6fbe722a50>
5720,44082,OH,4,0,0,2,2,1,0,0,0,0,0,2,2,1.0,2.0,OH,0.5,0.3535533905932738,1.0606601717798214,-0.5606601717798214,0.1464466094067262,,,44082,<generator object <genexpr> at 0x7f6fbe722a50>
5721,44084,OH,12,0,3,2,7,7,5,0,0,0,0,6,6,11.0,14.0,OH,0.7857142857142857,0.10966421051124836,0.3289926315337451,0.4567216541805406,0.6760500752030374,748.5,841.5,44084,<generator object <genexpr> at 0x7f6fbe722a50>
5722,44085,OH,11,1,2,2,6,8,2,0,0,0,0,5,6,3.0,3.0,OH,1.0,0.0,0.0,1.0,1.0,,,44085,<generator object <genexpr> at 0x7f6fbe722a50>
5723,44086,OH,2,0,0,0,2,2,0,0,0,0,0,1,1,4.0,4.0,OH,1.0,0.0,0.0,1.0,1.0,,,44086,<generator object <genexpr> at 0x7f6fbe722a50>
5724,44087,OH,1105,19,50,134,902,692,54,261,92,0,0,570,443,2201.0,2422.0,OH,0.9087530966143683,0.005851200093161101,0.017553600279483304,0.891199496334885,0.9029018965212072,463.0,406.0,44087,<generator object <genexpr> at 0x7f6fbe722a50>
5725,44089,OH,69,10,11,11,37,9,47,3,2,0,0,28,39,110.0,127.0,OH,0.8661417322834646,0.030214486784607066,0.0906434603538212,0.7754982719296434,0.8359272454988576,565.0,560.0,44089,<generator object <genexpr> at 0x7f6fbe722a50>
5726,44090,OH,19,0,2,3,14,5,9,0,0,0,0,9,10,35.0,55.0,OH,0.6363636363636364,0.06486418800115235,0.19459256400345704,0.4417710723601793,0.571499448362484,982.0,958.0,44090,<generator object <genexpr> at 0x7f6fbe722a50>
5727,44092,OH,522,8,11,35,468,388,38,48,34,0,0,288,200,909.0,968.0,OH,0.9390495867768595,0.0076894435224526235,0.02306833056735787,0.9159812562095015,0.9313601432544069,356.0,334.0,44092,<generator object <genexpr> at 0x7f6fbe722a50>
5728,44093,OH,1,0,0,1,0,0,1,0,0,0,0,0,1,1.0,4.0,OH,0.25,0.21650635094610965,0.649519052838329,-0.399519052838329,0.03349364905389035,,,44093,<generator object <genexpr> at 0x7f6fbe722a50>
5729,44094,OH,406,6,21,51,328,198,50,110,33,1,0,218,155,775.0,851.0,OH,0.9106933019976499,0.00977604759469577,0.02932814278408731,0.8813651592135625,0.9009172544029541,452.0,415.0,44094,<generator object <genexpr> at 0x7f6fbe722a50>
5730,44095,OH,302,6,10,42,244,147,69,43,30,0,0,160,112,543.0,595.0,OH,0.9126050420168067,0.011577802530379084,0.03473340759113725,0.8778716344256694,0.9010272394864276,441.0,414.0,44095,<generator object <genexpr> at 0x7f6fbe722a50>
5731,44096,OH,3,0,0,0,3,3,0,0,0,0,0,2,1,,,,,,,,,,,,
5732,44099,OH,2,0,0,0,2,1,1,0,0,0,0,1,1,2.0,2.0,OH,1.0,0.0,0.0,1.0,1.0,,,44099,<generator object <genexpr> at 0x7f6fbe722a50>
5733,44101,OH,57,1,0,0,56,48,1,1,1,0,0,30,26,,,,,,,,,,,,
5734,44102,OH,5516,38,16,93,5369,2524,2491,108,354,0,1,2724,2438,10044.0,10384.0,OH,0.9672573189522342,0.001746408318571092,0.0052392249557132765,0.9620180939965209,0.9655109106336631,209.0,182.0,44102,<generator object <genexpr> at 0x7f6fbe722a50>
5735,44103,OH,5546,21,3,18,5504,5174,158,100,309,0,0,2598,2639,8637.0,8725.0,OH,0.9899140401146131,0.0010697311500378432,0.0032091934501135297,0.9867048466644996,0.9888443089645753,62.0,48.0,44103,<generator object <genexpr> at 0x7f6fbe722a50>
5736,44104,OH,6672,10,5,8,6649,6621,21,1,396,0,1,3351,2925,11627.0,11701.0,OH,0.993675754209042,0.000732850227622453,0.0021985506828673586,0.9914772035261746,0.9929429039814195,34.0,30.0,44104,<generator object <genexpr> at 0x7f6fbe722a50>
5737,44105,OH,9617,10,18,33,9556,9322,179,3,469,0,0,4877,4271,16678.0,16818.0,OH,0.9916755856820074,0.0007006070132090616,0.0021018210396271846,0.9895737646423802,0.9909749786687984,46.0,36.0,44105,<generator object <genexpr> at 0x7f6fbe722a50>
5738,44106,OH,5739,11,12,13,5703,5107,84,392,386,0,0,2748,2605,8802.0,8941.0,OH,0.9844536405323789,0.001308334940705241,0.003925004822115724,0.9805286357102632,0.9831453055916737,108.0,88.0,44106,<generator object <genexpr> at 0x7f6fbe722a50>
5739,44107,OH,1066,14,6,33,1013,544,240,88,107,1,2,511,448,2303.0,2421.0,OH,0.9512598099958695,0.004376186161618913,0.01312855848485674,0.9381312515110127,0.9468836238342505,305.0,274.0,44107,<generator object <genexpr> at 0x7f6fbe722a50>
5740,44108,OH,8941,18,9,21,8893,8879,24,1,416,0,0,4423,4102,13308.0,13478.0,OH,0.9873868526487609,0.0009612640016497618,0.0028837920049492854,0.9845030606438117,0.9864255886471112,77.0,58.0,44108,<generator object <genexpr> at 0x7f6fbe722a50>
5741,44109,OH,3222,20,18,106,3078,884,2004,42,152,0,1,1630,1440,7256.0,7509.0,OH,0.966307098148888,0.0020822637621776235,0.00624679128653287,0.9600603068623552,0.9642248343867105,213.0,188.0,44109,<generator object <genexpr> at 0x7f6fbe722a50>
5742,44110,OH,5566,19,7,18,5522,5459,36,3,293,0,0,2818,2455,9565.0,9678.0,OH,0.9883240338912999,0.0010919513316523376,0.003275853994957013,0.9850481798963429,0.9872320825596476,73.0,53.0,44110,<generator object <genexpr> at 0x7f6fbe722a50>
5743,44111,OH,2872,23,28,136,2685,1307,1101,170,177,0,1,1400,1295,6177.0,6460.0,OH,0.9561919504643963,0.0025464387908823737,0.007639316372647122,0.9485526340917492,0.953645511673514,280.0,241.0,44111,<generator object <genexpr> at 0x7f6fbe722a50>
5744,44112,OH,8097,13,8,11,8065,8025,24,4,387,0,3,4065,3645,12044.0,12122.0,OH,0.9935654182478139,0.0007262251003478436,0.002178675301043531,0.9913867429467703,0.992839193147466,36.0,31.0,44112,<generator object <genexpr> at 0x7f6fbe722a50>
5745,44113,OH,1996,16,7,21,1952,968,838,43,115,0,0,941,940,3512.0,3641.0,OH,0.9645701730293875,0.0030636636966560856,0.009190991089968258,0.9553791819394193,0.9615065093327314,224.0,199.0,44113,<generator object <genexpr> at 0x7f6fbe722a50>
5746,44114,OH,1950,15,6,13,1916,1429,90,334,197,0,0,593,1160,2389.0,2439.0,OH,0.9794997949979499,0.002869296156436833,0.0086078884693105,0.9708919065286394,0.9766304988415131,140.0,132.0,44114,<generator object <genexpr> at 0x7f6fbe722a50>
5747,44115,OH,1637,9,2,1,1625,1545,39,27,127,0,0,776,734,3093.0,3136.0,OH,0.9862882653061225,0.0020766347004395353,0.006229904101318606,0.9800583612048038,0.984211630605683,90.0,81.0,44115,<generator object <genexpr> at 0x7f6fbe722a50>
5748,44116,OH,146,8,8,14,116,28,49,35,15,0,0,77,54,340.0,388.0,OH,0.8762886597938144,0.016715235080313463,0.05014570524094039,0.826142954552874,0.859573424713501,546.0,516.0,44116,<generator object <genexpr> at 0x7f6fbe722a50>
5749,44117,OH,2412,20,6,10,2376,2377,16,4,98,0,0,1301,1013,5020.0,5151.0,OH,0.9745680450397981,0.0021935633512854234,0.00658069005385627,0.9679873549859418,0.9723744816885127,167.0,155.0,44117,<generator object <genexpr> at 0x7f6fbe722a50>
5750,44118,OH,4932,26,15,57,4834,4496,85,174,267,0,0,2558,2107,9019.0,9368.0,OH,0.9627455166524338,0.0019566880102556547,0.005870064030766964,0.9568754526216668,0.9607888286421782,231.0,206.0,44118,<generator object <genexpr> at 0x7f6fbe722a50>
5751,44119,OH,1488,11,4,15,1458,1351,36,17,87,0,0,754,647,3890.0,3975.0,OH,0.9786163522012579,0.0022944498199441825,0.0068833494598325475,0.9717330027414253,0.9763219023813137,145.0,133.0,44119,<generator object <genexpr> at 0x7f6fbe722a50>
5752,44120,OH,9714,21,12,25,9656,9317,84,156,466,0,0,4933,4315,16574.0,16793.0,OH,0.9869588519025785,0.0008754740803382198,0.0026264222410146594,0.9843324296615639,0.9860833778222403,82.0,59.0,44120,<generator object <genexpr> at 0x7f6fbe722a50>
5753,44121,OH,4438,13,12,48,4365,4150,72,112,240,0,0,2357,1841,10621.0,10903.0,OH,0.9741355590204531,0.0015201562886495547,0.004560468865948664,0.9695750901545045,0.9726154027318036,171.0,152.0,44121,<generator object <genexpr> at 0x7f6fbe722a50>
5754,44122,OH,4233,32,19,71,4111,3690,86,301,237,0,0,2174,1822,8034.0,8388.0,OH,0.957796852646638,0.0021952294080324194,0.006585688224097258,0.9512111644225408,0.9556016232386056,271.0,228.0,44122,<generator object <genexpr> at 0x7f6fbe722a50>
5755,44123,OH,2087,16,4,17,2050,1923,76,19,126,0,0,1106,855,5254.0,5383.0,OH,0.97603566784321,0.0020845068165461964,0.006253520449638589,0.9697821473935715,0.9739511610266639,158.0,145.0,44123,<generator object <genexpr> at 0x7f6fbe722a50>
5756,44124,OH,1314,25,22,116,1151,671,94,387,141,0,0,659,514,2780.0,3023.0,OH,0.9196162752232881,0.004945022978236537,0.014835068934709612,0.9047812062885785,0.9146712522450516,421.0,379.0,44124,<generator object <genexpr> at 0x7f6fbe722a50>
5757,44125,OH,1853,23,12,30,1788,1661,79,11,120,0,2,965,768,6277.0,6429.0,OH,0.9763571317467724,0.0018948843968097369,0.00568465319042921,0.9706724785563432,0.9744622473499627,154.0,142.0,44125,<generator object <genexpr> at 0x7f6fbe722a50>
5758,44126,OH,252,8,12,39,193,56,87,51,18,0,0,117,117,464.0,522.0,OH,0.8888888888888888,0.013755210235337175,0.041265630706011525,0.8476232581828773,0.8751336786535516,520.5,485.0,44126,<generator object <genexpr> at 0x7f6fbe722a50>
5759,44127,OH,900,1,2,5,892,722,133,0,51,0,1,458,391,1569.0,1588.0,OH,0.9880352644836272,0.0027284281720290817,0.008185284516087245,0.97984997996754,0.9853068363115981,74.0,69.0,44127,<generator object <genexpr> at 0x7f6fbe722a50>
5760,44128,OH,9812,20,16,16,9760,9748,22,10,400,0,0,5093,4319,17380.0,17538.0,OH,0.990990990990991,0.0007134825090912473,0.002140447527273742,0.9888505434637173,0.9902775084818998,55.5,41.0,44128,<generator object <genexpr> at 0x7f6fbe722a50>
5761,44129,OH,357,5,23,38,291,72,176,52,26,0,0,183,148,995.0,1047.0,OH,0.9503342884431709,0.006714183240911273,0.02014254972273382,0.9301917387204371,0.9436201052022597,314.0,291.0,44129,<generator object <genexpr> at 0x7f6fbe722a50>
5762,44130,OH,892,18,36,130,708,182,265,301,83,0,0,427,382,1755.0,1942.0,OH,0.903707518022657,0.0066939971837904335,0.0200819915513713,0.8836255264712858,0.8970135208388667,480.0,425.0,44130,<generator object <genexpr> at 0x7f6fbe722a50>
5763,44131,OH,160,3,15,50,92,17,26,88,15,0,0,66,79,236.0,300.0,OH,0.7866666666666666,0.023651795014489014,0.07095538504346705,0.7157112816231996,0.7630148716521776,743.0,694.0,44131,<generator object <genexpr> at 0x7f6fbe722a50>
5764,44132,OH,1612,9,4,15,1584,1530,29,7,94,0,0,896,622,4217.0,4302.0,OH,0.9802417480241749,0.002121805907769973,0.006365417723309919,0.973876330300865,0.9781199421164049,136.0,118.0,44132,<generator object <genexpr> at 0x7f6fbe722a50>
5765,44133,OH,313,12,17,56,228,63,45,143,34,0,0,139,140,580.0,676.0,OH,0.8579881656804734,0.013425472192765249,0.04027641657829575,0.8177117491021777,0.8445626934877082,584.0,544.0,44133,<generator object <genexpr> at 0x7f6fbe722a50>
5766,44134,OH,512,9,31,68,404,84,265,90,30,0,0,270,212,1136.0,1254.0,OH,0.9059011164274322,0.008244870991944936,0.024734612975834805,0.8811665034515974,0.8976562454354873,471.0,422.0,44134,<generator object <genexpr> at 0x7f6fbe722a50>
5767,44135,OH,2048,15,16,110,1907,1132,627,63,150,0,1,1027,871,4235.0,4432.0,OH,0.9555505415162455,0.0030957094494711546,0.009287128348413463,0.946263413167832,0.9524548320667744,283.0,247.0,44135,<generator object <genexpr> at 0x7f6fbe722a50>
5768,44136,OH,422,20,17,54,331,60,69,202,36,0,0,196,190,721.0,854.0,OH,0.8442622950819673,0.0124081389105511,0.037224416731653304,0.8070378783503139,0.8318541561714161,620.0,573.0,44136,<generator object <genexpr> at 0x7f6fbe722a50>
5769,44137,OH,4711,17,10,23,4661,4574,50,7,201,0,2,2468,2042,10359.0,10525.0,OH,0.984228028503563,0.001214450460223694,0.003643351380671082,0.9805846771228919,0.9830135780433392,111.0,90.0,44137,<generator object <genexpr> at 0x7f6fbe722a50>
5770,44138,OH,161,7,8,27,119,15,51,73,11,0,0,77,73,321.0,377.0,OH,0.8514588859416445,0.01831616319533193,0.0549484895859958,0.7965103963556488,0.8331427227463126,603.0,568.0,44138,<generator object <genexpr> at 0x7f6fbe722a50>
5771,44139,OH,1436,35,46,196,1159,512,69,700,167,0,0,659,610,2655.0,3065.0,OH,0.866231647634584,0.006148631600726656,0.018445894802179966,0.8477857528324041,0.8600830160338574,564.0,513.0,44139,<generator object <genexpr> at 0x7f6fbe722a50>
5772,44140,OH,53,1,2,5,45,9,15,14,3,0,0,24,26,87.0,107.0,OH,0.8130841121495327,0.03768764128716577,0.11306292386149731,0.7000211882880354,0.775396470862367,683.0,673.0,44140,<generator object <genexpr> at 0x7f6fbe722a50>
5773,44141,OH,79,1,2,12,64,15,3,47,9,0,0,36,34,109.0,137.0,OH,0.7956204379562044,0.03445176006040507,0.1033552801812152,0.6922651577749892,0.7611686778957993,723.0,697.0,44141,<generator object <genexpr> at 0x7f6fbe722a50>
5774,44142,OH,433,10,26,53,344,163,159,53,32,0,0,217,184,831.0,901.0,OH,0.9223085460599334,0.008917894811176127,0.02675368443352838,0.8955548616264051,0.9133906512487573,409.0,382.0,44142,<generator object <genexpr> at 0x7f6fbe722a50>
5775,44143,OH,2389,41,33,115,2200,1814,101,269,148,0,0,1270,971,4881.0,5244.0,OH,0.9307780320366132,0.0035052071735154847,0.010515621520546454,0.9202624105160668,0.9272728248630978,382.0,347.0,44143,<generator object <genexpr> at 0x7f6fbe722a50>
5776,44144,OH,1123,21,34,132,936,271,562,158,62,0,0,584,477,2610.0,2820.0,OH,0.925531914893617,0.0049437470143079984,0.014831241042923996,0.910700673850693,0.920588167879309,394.0,360.0,44144,<generator object <genexpr> at 0x7f6fbe722a50>
5777,44145,OH,484,10,12,85,377,48,99,233,57,0,0,209,218,707.0,808.0,OH,0.875,0.01163465079019998,0.03490395237059994,0.8400960476294,0.8633653492098,549.5,506.0,44145,<generator object <genexpr> at 0x7f6fbe722a50>
5778,44146,OH,4747,49,19,53,4626,4522,70,27,236,0,0,2535,1976,10573.0,10941.0,OH,0.9663650488986382,0.0017236040202295306,0.005170812060688592,0.9611942368379496,0.9646414448784086,212.0,187.0,44146,<generator object <genexpr> at 0x7f6fbe722a50>
5779,44147,OH,317,9,14,41,253,60,43,170,39,0,0,140,138,587.0,688.0,OH,0.8531976744186046,0.013492644571645611,0.04047793371493683,0.8127197407036678,0.839705029846959,599.0,552.0,44147,<generator object <genexpr> at 0x7f6fbe722a50>
5780,44149,OH,283,11,16,60,196,11,26,208,38,0,0,110,135,495.0,596.0,OH,0.8305369127516778,0.015367170037039943,0.046101510111119834,0.784435402640558,0.8151697427146379,643.0,602.0,44149,<generator object <genexpr> at 0x7f6fbe722a50>
5781,44181,OH,4,0,0,0,4,1,1,0,0,0,0,2,2,,,,,,,,,,,,
5782,44199,OH,4,0,0,0,4,4,0,0,0,0,0,3,1,,,,,,,,,,,,
5783,44201,OH,13,1,2,3,7,2,9,0,0,0,0,6,7,15.0,22.0,OH,0.6818181818181818,0.09930260198923897,0.29790780596771693,0.38391037585046484,0.5825155798289428,933.5,952.5,44201,<generator object <genexpr> at 0x7f6fbe722a50>
5784,44202,OH,554,17,123,160,254,188,66,194,52,0,0,218,284,570.0,712.0,OH,0.800561797752809,0.014974819957819208,0.044924459873457626,0.7556373378793514,0.7855869777949898,708.0,662.0,44202,<generator object <genexpr> at 0x7f6fbe722a50>
5785,44203,OH,287,6,13,18,250,219,35,7,17,0,0,146,124,660.0,702.0,OH,0.9401709401709402,0.008951399596834504,0.026854198790503513,0.9133167413804366,0.9312195405741056,352.0,337.0,44203,<generator object <genexpr> at 0x7f6fbe722a50>
5786,44210,OH,2,0,0,0,2,1,0,1,0,0,0,1,1,,,,,,,,,,,,
5787,44212,OH,204,9,25,46,124,23,80,58,15,0,0,98,91,356.0,468.0,OH,0.7606837606837606,0.01972264831754681,0.05916794495264043,0.7015158157311202,0.7409611123662139,800.0,729.0,44212,<generator object <genexpr> at 0x7f6fbe722a50>
5788,44214,OH,2,0,0,1,1,0,1,0,0,0,0,1,1,,,,,,,,,,,,
5789,44215,OH,1,0,0,0,1,1,0,0,0,0,0,1,0,5.0,5.0,OH,1.0,0.0,0.0,1.0,1.0,,,44215,<generator object <genexpr> at 0x7f6fbe722a50>
5790,44216,OH,17,1,1,4,11,4,5,5,3,0,0,8,6,15.0,20.0,OH,0.75,0.09682458365518543,0.2904737509655563,0.4595262490344437,0.6531754163448146,816.0,868.5,44216,<generator object <genexpr> at 0x7f6fbe722a50>
5791,44217,OH,1,0,0,1,0,1,0,0,0,0,0,0,1,2.0,3.0,OH,0.6666666666666666,0.2721655269759087,0.816496580927726,-0.1498299142610594,0.39450113969075795,,,44217,<generator object <genexpr> at 0x7f6fbe722a50>
5792,44221,OH,240,5,5,24,206,104,49,34,32,0,1,129,79,650.0,699.0,OH,0.9298998569384835,0.009656927139627463,0.028970781418882388,0.9009290755196011,0.920242929798856,384.0,362.0,44221,<generator object <genexpr> at 0x7f6fbe722a50>
5793,44222,OH,1,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,
5794,44223,OH,174,4,10,31,129,86,26,37,12,0,0,95,67,352.0,405.0,OH,0.8691358024691358,0.01675817540198284,0.05027452620594852,0.8188612762631873,0.8523776270671529,562.0,530.0,44223,<generator object <genexpr> at 0x7f6fbe722a50>
5795,44224,OH,315,6,35,48,226,114,32,126,37,0,0,131,147,550.0,632.0,OH,0.870253164556962,0.013366344598879872,0.040099033796639615,0.8301541307603224,0.8568868199580821,557.0,523.0,44224,<generator object <genexpr> at 0x7f6fbe722a50>
5796,44230,OH,4,0,0,0,4,4,0,0,0,0,0,3,1,11.0,13.0,OH,0.8461538461538461,0.10006825162892168,0.300204754886765,0.5459490912670811,0.7460855945249245,614.5,718.5,44230,<generator object <genexpr> at 0x7f6fbe722a50>
5797,44231,OH,7,2,0,1,4,2,4,0,0,0,0,3,4,4.0,4.0,OH,1.0,0.0,0.0,1.0,1.0,,,44231,<generator object <genexpr> at 0x7f6fbe722a50>
5798,44233,OH,24,2,3,4,15,1,10,4,5,0,0,15,4,34.0,67.0,OH,0.5074626865671642,0.06107791797627373,0.18323375392882119,0.324228932638343,0.4463847685908905,1034.0,1019.0,44233,<generator object <genexpr> at 0x7f6fbe722a50>
5799,44234,OH,4,1,0,1,2,2,1,1,0,0,0,3,1,37.0,40.0,OH,0.925,0.041645828122394195,0.12493748436718258,0.8000625156328175,0.8833541718776059,397.0,462.0,44234,<generator object <genexpr> at 0x7f6fbe722a50>
5800,44235,OH,1,0,0,1,0,0,1,0,0,0,0,0,1,0.0,3.0,OH,0.0,0.0,0.0,0.0,0.0,,,44235,<generator object <genexpr> at 0x7f6fbe722a50>
5801,44236,OH,381,17,42,80,242,76,48,209,56,0,0,168,157,520.0,673.0,OH,0.7726597325408618,0.016155663204190346,0.04846698961257104,0.7241927429282908,0.7565040693366715,771.0,702.0,44236,<generator object <genexpr> at 0x7f6fbe722a50>
5802,44240,OH,993,6,26,85,876,571,73,239,144,0,0,466,383,1115.0,1173.0,OH,0.9505541346973572,0.0063300102360370585,0.018990030708111175,0.9315641039892459,0.9442241244613201,312.0,286.0,44240,<generator object <genexpr> at 0x7f6fbe722a50>
5803,44241,OH,409,11,34,78,286,225,56,98,39,0,0,210,160,600.0,681.0,OH,0.8810572687224669,0.01240501994177794,0.037215059825333824,0.8438422088971331,0.868652248780689,539.0,497.0,44241,<generator object <genexpr> at 0x7f6fbe722a50>
5804,44243,OH,4,0,0,0,4,4,0,0,0,0,0,2,2,213.0,215.0,OH,0.9906976744186047,0.006547071889508015,0.019641215668524045,0.9710564587500806,0.9841506025290967,58.0,82.0,44243,<generator object <genexpr> at 0x7f6fbe722a50>
5805,44250,OH,7,0,0,0,7,4,2,0,1,0,0,5,1,19.0,23.0,OH,0.8260869565217391,0.07903419644751182,0.23710258934253547,0.5889843671792037,0.7470527600742273,654.5,713.5,44250,<generator object <genexpr> at 0x7f6fbe722a50>
5806,44251,OH,2,1,1,0,0,0,1,1,0,0,0,0,2,,,,,,,,,,,,
5807,44253,OH,4,0,1,2,1,1,3,0,1,0,0,0,3,5.0,9.0,OH,0.5555555555555556,0.16563466499998442,0.49690399499995325,0.05865156055560233,0.38992089055557116,,,44253,<generator object <genexpr> at 0x7f6fbe722a50>
5808,44254,OH,5,0,1,2,2,1,1,0,1,1,0,0,4,6.0,6.0,OH,1.0,0.0,0.0,1.0,1.0,,,44254,<generator object <genexpr> at 0x7f6fbe722a50>
5809,44255,OH,22,2,3,2,15,15,3,1,2,0,0,13,7,12.0,17.0,OH,0.7058823529411765,0.11051016901502637,0.33153050704507914,0.3743518458960974,0.5953721839261501,901.5,939.0,44255,<generator object <genexpr> at 0x7f6fbe722a50>
5810,44256,OH,277,17,20,38,202,104,79,53,19,1,0,139,119,501.0,664.0,OH,0.7545180722891566,0.016701694907056322,0.050105084721168966,0.7044129875679876,0.7378163773821003,805.0,734.0,44256,<generator object <genexpr> at 0x7f6fbe722a50>
5811,44258,OH,1,0,0,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,
5812,44260,OH,17,1,1,3,12,8,6,0,1,0,0,10,6,16.0,20.0,OH,0.8,0.08944271909999157,0.2683281572999747,0.5316718427000253,0.7105572809000085,713.5,780.0,44260,<generator object <genexpr> at 0x7f6fbe722a50>
5813,44262,OH,27,1,2,2,22,7,2,11,2,0,0,16,9,72.0,78.0,OH,0.9230769230769231,0.030171713098182142,0.09051513929454642,0.8325617837823767,0.892905209978741,404.5,436.0,44262,<generator object <genexpr> at 0x7f6fbe722a50>
5814,44264,OH,20,0,2,4,14,1,5,9,3,0,0,8,9,46.0,60.0,OH,0.7666666666666667,0.054602943890247176,0.16380883167074153,0.6028578349959252,0.7120637227764195,791.5,778.0,44264,<generator object <genexpr> at 0x7f6fbe722a50>
5815,44265,OH,1,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
5816,44266,OH,231,6,21,25,179,154,47,4,15,0,0,117,99,343.0,362.0,OH,0.9475138121546961,0.011720901188502492,0.03516270356550748,0.9123511085891887,0.9357929109661937,326.0,320.0,44266,<generator object <genexpr> at 0x7f6fbe722a50>
5817,44270,OH,14,0,1,2,11,6,2,3,1,0,0,8,5,24.0,25.0,OH,0.96,0.039191835884530846,0.11757550765359254,0.8424244923464075,0.9208081641154691,252.0,358.5,44270,<generator object <genexpr> at 0x7f6fbe722a50>
5818,44272,OH,10,0,3,1,6,1,3,1,2,0,0,2,6,35.0,38.0,OH,0.9210526315789473,0.04374407672397163,0.1312322301719149,0.7898204014070325,0.8773085548549757,414.5,480.0,44272,<generator object <genexpr> at 0x7f6fbe722a50>
5819,44273,OH,6,0,1,2,3,2,3,0,0,0,0,2,4,9.0,14.0,OH,0.6428571428571429,0.12806020814297073,0.3841806244289122,0.2586765184282307,0.5147969347141722,972.5,998.5,44273,<generator object <genexpr> at 0x7f6fbe722a50>
5820,44274,OH,1,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,
5821,44275,OH,4,0,2,1,1,1,3,0,0,0,0,1,3,3.0,6.0,OH,0.5,0.2041241452319315,0.6123724356957945,-0.11237243569579447,0.2958758547680685,,,44275,<generator object <genexpr> at 0x7f6fbe722a50>
